,Unnamed: 0.1,text
1575,1575,"*😊my new song😊*
🇮🇳hindustani hu main🇮🇳*
💥out now 💥*

🙏do support like share and comment 🙏
🇮🇳jai hind🇮🇳_*

https://t.co/uhkxenumdu

#zeenews #aajtak #indianarmy #hindicheenibyebye #boycottchina #indian #pmmodi #kejriwal #narendermodi #abpnews #indiatv #indianews #gurrisingh"
1576,1576,"rt @prernamedia: चीन के विरोध में नेपाल की सड़कों पर उतरे छात्र
#nepalistudentsagainstchina
#boycottchina https://t.co/k5alx6pfmj"
1577,1577,"https://t.co/xpeuibfiw3
what is the proof of survey.
i don't believe in 49% i want 100% #boycottchina 
#boycottchineseproducts 
#boycottchineseapps until they know their real position in the world
raise voice for #boycottchinesefundedapps 
#freetaiwan 
@pmoindia
@hmoindia
@ani"
1578,1578,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1579,1579,"चीन के विरोध में नेपाल की सड़कों पर उतरे छात्र
#nepalistudentsagainstchina
#boycottchina https://t.co/k5alx6pfmj"
1580,1580,"@iingwen @yhkpc after #boycottchina i was looking for a #madeintaiwan iphone but couldn't find one ):
india stands strong with taiwan! 🇮🇳🙏🏻
#freetaiwan"
1581,1581,"rt @ongoolong: @globalwatchcgtn after being rebut by philippines,
vietnam,
malaysia, 
indonesia, 
australia,
canada,
japan,
usa,
russia,
india,
they claim tiny bhutan’s land 😂
paper dragon xijing pig 🐷 exposed 
#boycottchina #freetibet #freeuighyurs #freehongkong #xijinping #jokers #covid19 #southchinasea https://t.co/hwzwdjdbmm"
1582,1582,"@mfa_china #china should also respect india's sovereignty, independence of #tibet, unity &amp; territorial integrity of south asian countries. #china does exactly opposite of what it preach.
it is the most #disloyal &amp; #untrustworthy regime in the world.

#boycottchina
#boycottchineseproducts"
1583,1583,"@globaltimesnews #china is the biggest threat to the entire world. 

#boycottchina"
1584,1584,"rt @whiterabbit111: now haters will say that stephen bannon is also a bhakt 🤫

listen to the third-person point of view...

#indiachinastandoff #boycottchina #galwanvalley #chinaadmitspushback #us #india https://t.co/vwmqyfogw3"
1585,1585,@globaltimesnews #boycottchina
1586,1586,"@_mradul @animasonkar @askanshul @wangchuk66 @sardanarohit @sudhirchaudhary @myogiadityanath @amitshah @sambitswaraj @bjp4india @bjym @brand_anuj @bisaria3 @kattar__hinduu @narendramodi @majorpoonia #softwareinaweekhardwareinayear 
#boycottchineseproducts 
#boycottchina https://t.co/alfqzcm8qz"
1587,1587,@globaltimesnews @fbi #boycottchina
1588,1588,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
1589,1589,"rt @knowthenation: here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/vx8ug3szzt"
1590,1590,the house of viruses..... china #boycottchineseproducts #boycottchina save the world from china @potus @joebiden https://t.co/lzvdqhul8x
1591,1591,"#boycottchineseproduct , #boycottchina #chineseappsblocked #mobiles,#chinesemobiles #boycottchina 

https://t.co/uxebxppgqe"
1592,1592,"boycotter tiktok et tous les produits chinois ce sont des racistes et des genocidaires. 

ils ont commencé avec le tibet, ils s’attaquent désormais à hong-kong et aux minorités. 

#freetibet #fuckcpc #boycottchina https://t.co/yzphifjmk3"
1593,1593,"@globaltimesnews #china lied people died. 

#chinavirus 
#boycottchina"
1594,1594,"mens american diamond wedding band
#49jewels #goldrings #tanishq #ring #gold #18kgold #bandring #yellowgold #goldring #casualrings #jewellery #goldlover #rings #gfit #gifts #giftideas #teenage #ringgirl #jewelry #ringring #madeinindia #boycottchina #boycott https://t.co/gnkvtky5av"
1595,1595,"rt @tsaiing_wen: the united states is ""looking at"" banning chinese social media apps, including tiktok : secretary of state @secpompeo 

#boycottchina https://t.co/q2iqkfplv9"
1596,1596,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1597,1597,"rt @googoom1: #boycottchina 
#boycottmadeinchina 
#boycottchineseproducts 
#muslimwakeup https://t.co/enuonlaep5"
1598,1598,"rt @driverrrrh: @hurdonthehill the fact is that #china is overpowered to destroy an international financial centre easily and no one is able to stop it ! 

make #china pay!

#boycottchina 
stop using spy apps #tiktok https://t.co/tv7tddnryg"
1599,1599,"@globaltimesnews #china has forcefully occupied territories of these countries. 

#boycottchina"
1600,1600,"@tanyavyas1 corona update in india!

confirmed: 746824
active: 266745
recovered: 459294
deaths: 20685
updated: 08/07/2020 18:13:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/3mvl4qeljc"
1601,1601,"@gs_hospital corona update in india!

confirmed: 746824
active: 266745
recovered: 459294
deaths: 20685
updated: 08/07/2020 18:13:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/v3lmkk6dxs"
1602,1602,"@galattadotcom corona update in india!

confirmed: 746824
active: 266745
recovered: 459294
deaths: 20685
updated: 08/07/2020 18:13:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/etmfftqoow"
1603,1603,"@ntragitator corona update in india!

confirmed: 746824
active: 266745
recovered: 459294
deaths: 20685
updated: 08/07/2020 18:13:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/zfckudxwer"
1604,1604,"@winovercorona corona update in india!

confirmed: 746824
active: 266745
recovered: 459294
deaths: 20685
updated: 08/07/2020 18:13:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/cuu2z0mtst"
1605,1605,"@dduttarpradesh corona update in india!

confirmed: 746824
active: 266745
recovered: 459294
deaths: 20685
updated: 08/07/2020 18:13:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/qghohhuxip"
1606,1606,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1607,1607,"rt @actormanojjoshi: राष्ट्रभक्ति ले हृदय में खड़ा हो यदि देश सारा,
संकटो पर मात कर यह राष्ट्र विजयी हो हमारा।
#boycottchina https://t.co/zj7j8uvpun"
1608,1608,"rt @chenpayer: @n_roettgen please take a good look at hk and stop #ccp_is_terrorist , #boycottchina as soon as possible!
don't make the world becomes hk!
#standwithhongkong"
1609,1609,"@globaltimesnews #china lied people died. 

#boycottchina"
1610,1610,"rt @reachind_uk: @reutersuk threat and suppression is #china way of working. the way this bully works is so evident, instead of apologizing to the world it resorts to threats. #boycottchina is what i &amp; u will do. we will bring #chinaonitsknees. #chineseproductsindustbin @dvatw @trishoolam @pushpendraamu"
1611,1611,@manukumarjain #boycottchina
1612,1612,"rt @gyan198: @globaltimesnews shame on china.
the most brutal, and immoral government of the world.
shi jinping's politics is a bunch of garbage , which is leading the world towards next world war.
shut up china.
dirtiest chinese government. 
#shaneonchina
#boycottchina 
#quadcountries"
1613,1613,"rt @antielabhk: #taiwan warns citizens of risk in #hongkong visits after #china passes law
#ccpchina #boycottchina #boycottchineseproducts
 https://t.co/av8ntzwaud"
1614,1614,"rt @guptasantosh_: join indian diaspora in london to protest against china #boycottchina
sunday 12th july 2020
3:00 pm to 5:00 pm
china embassy in london, 
31 portland place, marylebone, 
london, w1b 1qd
#boycottchina https://t.co/fsyhxkclfr"
1615,1615,"@jagrannews kitna paisa mila hai #china से तुम लोगों को इस पब्लिसिटी का ?

#boycottchineseproduct #boycottchina #boycottchineseproducts"
1616,1616,"@drlobsangsangay
india stand with #freehongkong and #freetibet from #corruptcommunists #china.

#boycottchina https://t.co/xbucgoo8vs"
1617,1617,"rt @globulop: 🇨🇳 chine : interdisez le commerce de cornes de rhinocéros et d'os de tigres 🦏🐯❎

#boycottchina
#chinastopthetorture

🙏 signez et partagez la pétition 👇
https://t.co/tetnzabpyu via @changefrance"
1618,1618,"rt @driverrrrh: @hurdonthehill the fact is that #china is overpowered to destroy an international financial centre easily and no one is able to stop it ! 

make #china pay!

#boycottchina 
stop using spy apps #tiktok https://t.co/tv7tddnryg"
1619,1619,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1620,1620,"rt @pankajpranam: a few days ago, #tiktok deleted 8 million reviews from #googleplay. and now #usa is about to ban it. #india has already banned it. and now they are exiting #china. being friends with evil #ccp will come at a huge price from now on. #standwithhongkong #makechinapay #boycottchina https://t.co/fdfts0hh5g"
1621,1621,"@jiminhofe thank you for #standwithhongkong and please help!
#boycottchina #antichinazi"
1622,1622,"@fortunemagazine no more hk, one country two system and rule of law.
please encourage all the investment away from hk!
#antichinazi #boycottchina #standwithhongkong"
1623,1623,"rt @driverrrrh: @abcnews act now!

sanction 
#boycottchina 

#china crackdown #hongkong with no consequences, what else can limit its over expanding power! https://t.co/8xodanivik"
1624,1624,"rt @gyan198: @globaltimesnews shame on china.
the most brutal, and immoral government of the world.
shi jinping's politics is a bunch of garbage , which is leading the world towards next world war.
shut up china.
dirtiest chinese government. 
#shaneonchina
#boycottchina 
#quadcountries"
1625,1625,@economictimes #who &amp; #china is responsible for 544k deaths should be shut down such organizations when they can't hold their responsibilities and still favouring the culprit country and till now didn't take any action against the #china. #boycottchina
1626,1626,"@realdailywire #hkpolicestate is now enforcing their power as they're supported by #ccpchina !
please sanction and #boycottchina now!"
1627,1627,"#hindicheenibyebye 
#boycottchineseproducts 
#boycottchineseapps 
#boycottchina"
1628,1628,"@unwatch @chinamission2un please sanction #ccpchina and #boycottchina now! stop them to harm the whole world and avoiding the world becomes hk!!!
#antichinazi #standwithhongkong"
1629,1629,"@globaltimesnews she jin 🐖 scared of 🐘 🤣🤣
#boycottchina #indiafirst"
1630,1630,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
1631,1631,"rt @driverrrrh: @hurdonthehill the fact is that #china is overpowered to destroy an international financial centre easily and no one is able to stop it ! 

make #china pay!

#boycottchina 
stop using spy apps #tiktok https://t.co/tv7tddnryg"
1632,1632,"rt @chenpayer: @hurdonthehill please take a look at hk and stop #ccpchina as soon as possible!
#antichinazi #boycottchina are the only way to save the world!"
1633,1633,"us military stands with india in this conflict with china. after france, australia, russia, now america stands with india. #usindia #indiapushesbackchina #china #boycottchina #boycottchineseproducts @narendramodi @realdonaldtrump https://t.co/ssmbtpsfbr"
1634,1634,"rt @pankajpranam: a few days ago, #tiktok deleted 8 million reviews from #googleplay. and now #usa is about to ban it. #india has already banned it. and now they are exiting #china. being friends with evil #ccp will come at a huge price from now on. #standwithhongkong #makechinapay #boycottchina https://t.co/fdfts0hh5g"
1635,1635,"rt @johnhei721831: @houseforeigngop lol so evil #ccp found some poor countries which are actually its debtors to support his notorious law. pathetic.

#boycottchineseproducts #boycottchina #banchinaproducts #banchina #antichinazi #chinaiscorona #chinamustfall #chinavirus #standwithhongkong"
1636,1636,"rt @dextrousninja: #breaking #update
#china #usa #scs

#china fears #us has deployed ballistic missiles to counter any #chinese threat on #us allies

... we like this fear...

@globaltimesnews @mfa_china @zlj517 @huxijin_gt #pla #ccp
#freetibet #freehongkong #boycottchina #boycottchineseproducts"
1637,1637,"rt @phaedraxteddy: @comnin1 @johnwickrules @dcasavola71 totally confused by the argument .what's to argue .#bantiktok #boycottchina #enddogcatmeattrade 

i"
1638,1638,"rt @rillions2020: #boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/eskoeeee4w"
1639,1639,"@dwnews it's all nothing in #ccpchina eyes. we all must connect together and fight against them!
#antichinazi #boycottchina"
1640,1640,"voilà pourquoi il faut boycotter la chine. c'est un état terroriste.
#ouighourslivesmatter 
#boycottchina https://t.co/tal2qua7h3"
1641,1641,@huaweient #boycottchina
1642,1642,"@guardian please encourage all the investment away from hk! no more freedom here!
#antichinazi #boycottchina"
1643,1643,"@comnin1 @johnwickrules @dcasavola71 totally confused by the argument .what's to argue .#bantiktok #boycottchina #enddogcatmeattrade 

i"
1644,1644,"@voairan چین بزرگترین تهدید علیه جهان است.
#boycottchina"
1645,1645,"@mohfw_india corona update in india!

confirmed: 746515
active: 266877
recovered: 458853
deaths: 20685
updated: 08/07/2020 17:55:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/pdyp990cjv"
1646,1646,"@cfapratik corona update in india!

confirmed: 746515
active: 266877
recovered: 458853
deaths: 20685
updated: 08/07/2020 17:55:26

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/s0b6bbcqbh"
1647,1647,"rt @googoom1: #boycottchina 
#boycottmadeinchina 
#boycottchineseproducts 
#muslimwakeup https://t.co/enuonlaep5"
1648,1648,"rt @prernamedia: residents of muzaffarabad (pok) hold protest against china &amp; pakistan, opposing the construction of dams on neelam &amp; jhelum rivers. 
#chinaadmitspushback #boycottchina #pok https://t.co/lufhprclyf"
1649,1649,@secpompeo @state_e #boycottchina
1650,1650,"@economictimes we have no need of such organization on earth that can't alarm humans before such calamity, the whole world is suffering from covid only due to the sleepy nature of #who. all nations including #america should boycott #who as well as #china.
i support #uspresident 
#boycottchina"
1651,1651,"rt @brian_1t: before you by those #nike shoes or that #disney doll, find out where it’s made and if your purchase is supporting slave labor factories in #china. buy #american and fight slavery. #slavesnomore #ccp #ccpchina #boycottchina #wednesdaymorning #wednesdaymotivation https://t.co/qyihmzfra9"
1652,1652,"rt @chenpayer: @hurdonthehill please take a look at hk and stop #ccpchina as soon as possible!
#antichinazi #boycottchina are the only way to save the world!"
1653,1653,"rt @rillions2020: #boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/iscisxorhi"
1654,1654,"rt @driverrrrh: @hurdonthehill the fact is that #china is overpowered to destroy an international financial centre easily and no one is able to stop it ! 

make #china pay!

#boycottchina 
stop using spy apps #tiktok https://t.co/tv7tddnryg"
1655,1655,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1656,1656,"@globaltimesnews ... #usa cut down the fire ignition line...

... gas line of #who cut down...

#boycottchina #boycottmadeinchina
#boycottchineseproducts #freetibet #freehongkong @huxijin_gt @mfa_china @zlj517 https://t.co/cfgiwiqx81"
1657,1657,"@ceccgov hk is no longer hk, please sanction #ccpchina and don't make the world becomes hk!
#antichinazi #boycottchina #standwithhongkong"
1658,1658,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
1659,1659,"indian army issues a list of 89 apps from which serving personnel’s need to delete their account and need to delete these apps. 

#boycottchina 
#boycottchineseproducts 
#boycottchineseapps 

@wangchuk66 https://t.co/vd3hbgalse"
1660,1660,"@hurdonthehill please take a look at hk and stop #ccpchina as soon as possible!
#antichinazi #boycottchina are the only way to save the world!"
1661,1661,"@senator_patrick please! hk is no longer hk, stop everything related to this place!
#soshk #antichinazi #boycottchina"
1662,1662,"rt @dextrousninja: #breaking #update
#china #usa #scs

#china fears #us has deployed ballistic missiles to counter any #chinese threat on #us allies

... we like this fear...

@globaltimesnews @mfa_china @zlj517 @huxijin_gt #pla #ccp
#freetibet #freehongkong #boycottchina #boycottchineseproducts"
1663,1663,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1664,1664,"@andrew_adonis that's the end of hk, only one country one system, rule by law left...
#antichinazi #boycottchina #standwithhongkong"
1665,1665,"rt @rillions2020: #boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/ipvdytxmyq"
1666,1666,"rt @rillions2020: #boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/m5z7yvqbfc"
1667,1667,"rt @rillions2020: #boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/refpyivana"
1668,1668,"rt @rillions2020: #boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/ie2aoactsk"
1669,1669,"rt @rillions2020: #boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/iscisxorhi"
1670,1670,"rt @reachind_uk: @reutersuk threat and suppression is #china way of working. the way this bully works is so evident, instead of apologizing to the world it resorts to threats. #boycottchina is what i &amp; u will do. we will bring #chinaonitsknees. #chineseproductsindustbin @dvatw @trishoolam @pushpendraamu"
1671,1671,"china is ready to launch another one
 (￣ヘ￣;) !....#boycottchina https://t.co/jixqoihgq2"
1672,1672,"#boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/eskoeeee4w"
1673,1673,this is going to be game changer #boycottchineseproduct #boycottchina https://t.co/9wny4b4j2x
1674,1674,"#boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/iscisxorhi"
1675,1675,"#boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/ie2aoactsk"
1676,1676,@ingrahamangle #boycottchina https://t.co/dgmobc2xbz
1677,1677,"#boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/refpyivana"
1678,1678,"#boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/m5z7yvqbfc"
1679,1679,my huweai is going in the bin #boycottchina #qanonworldwide https://t.co/geqd85wmcq
1680,1680,"rt @dextrousninja: #breaking #update
#china #usa #scs

#china fears #us has deployed ballistic missiles to counter any #chinese threat on #us allies

... we like this fear...

@globaltimesnews @mfa_china @zlj517 @huxijin_gt #pla #ccp
#freetibet #freehongkong #boycottchina #boycottchineseproducts"
1681,1681,"#boycottchina
#chinaboykottieren   #boycotterachine چین _تحریم# #μποϊκοτάζ της κίνας #bojkott porslin  #бойкот китаю  #boicotear a china #bojkoti i kinës https://t.co/ipvdytxmyq"
1682,1682,"join indian diaspora in london to protest against china #boycottchina
sunday 12th july 2020
3:00 pm to 5:00 pm
china embassy in london, 
31 portland place, marylebone, 
london, w1b 1qd
#boycottchina https://t.co/xqndw2xgr6 https://t.co/7bmqlembin"
1683,1683,"before you by those #nike shoes or that #disney doll, find out where it’s made and if your purchase is supporting slave labor factories in #china. buy #american and fight slavery. #slavesnomore #ccp #ccpchina #boycottchina #wednesdaymorning #wednesdaymotivation https://t.co/qyihmzfra9"
1684,1684,"rt @hariindic: big!
hero cycles cancels rs 900 crore deal with china. #boycottchina"
1685,1685,"rt @dextrousninja: #breaking #update
#china #usa #scs

#china fears #us has deployed ballistic missiles to counter any #chinese threat on #us allies

... we like this fear...

@globaltimesnews @mfa_china @zlj517 @huxijin_gt #pla #ccp
#freetibet #freehongkong #boycottchina #boycottchineseproducts"
1686,1686,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
1687,1687,rt @macheath1: this dog's face haunts me. #yulin obscenity happened yet again this year! enough is enough! #boycottchina #boycottchineseproducts #boycotthuawei https://t.co/d5ncnyellq
1688,1688,"#breaking #update
#china #usa #scs

#china fears #us has deployed ballistic missiles to counter any #chinese threat on #us allies

... we like this fear...

@globaltimesnews @mfa_china @zlj517 @huxijin_gt #pla #ccp
#freetibet #freehongkong #boycottchina #boycottchineseproducts"
1689,1689,"rt @elister_social: @jvinodh_vino corona update in india!

confirmed: 746514
active: 266885
recovered: 458844
deaths: 20685
updated: 08/07/2020 17:24:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dadurv https://t.co/0trpjdhrli"
1690,1690,"rt @elister_social: @jingwajingwa corona update in india!

confirmed: 743481
active: 265683
recovered: 457045
deaths: 20653
updated: 07/07/2020 23:53:29

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/idbfvbaxra"
1691,1691,"rt @guptasantosh_: join indian diaspora in london to protest against china #boycottchina
sunday 12th july 2020
3:00 pm to 5:00 pm
china embassy in london, 
31 portland place, marylebone, 
london, w1b 1qd
#boycottchina https://t.co/fsyhxkclfr"
1692,1692,"join indian diaspora in london to protest against china #boycottchina
sunday 12th july 2020
3:00 pm to 5:00 pm
china embassy in london, 
31 portland place, marylebone, 
london, w1b 1qd
#boycottchina https://t.co/fsyhxkclfr"
1693,1693,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
1694,1694,"rt @sunnygupta999: today in china
restaurants, hotels, boardings, cafes, have started boycotting indian's.

and we indian's are still accepting chinese products..!
#boycottchina #boycottchineseproducts 
#getoutchina https://t.co/4d7riot6xn"
1695,1695,"rt @globulop: 🇨🇳 chine : interdisez le commerce de cornes de rhinocéros et d'os de tigres 🦏🐯❎

#boycottchina
#chinastopthetorture

🙏 signez et partagez la pétition 👇
https://t.co/tetnzabpyu via @changefrance"
1696,1696,@thewolfpackin #boycottchineseproduct #boycottchina https://t.co/aqy3hn0fc7
1697,1697,"here are a few aatmanirbhar indian apps that can replace the 59 banned chinese apps!

#aatmanirbharbharat #boycottchina #boycottchineseapps https://t.co/uljcndp5aj"
1698,1698,"🇨🇳 chine : interdisez le commerce de cornes de rhinocéros et d'os de tigres 🦏🐯❎

#boycottchina
#chinastopthetorture

🙏 signez et partagez la pétition 👇
https://t.co/tetnzabpyu via @changefrance"
1699,1699,"rt @notomadeinchina: day 39.

i thought @iballindia is an indian company as i read in wikipedia. so i bought iball keyboard and behind keyboard i saw information with made in prc. - @iamdp82

rt by tagging @iballindia

#boycottmadeinchina #boycottchineseproducts #boycottchina https://t.co/kh5fgdf9sq"
1700,1700,"@prasadphrases corona update in india!

confirmed: 746514
active: 266885
recovered: 458844
deaths: 20685
updated: 08/07/2020 17:24:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/ncwk9xilad"
1701,1701,"@inforavi75 corona update in india!

confirmed: 746514
active: 266885
recovered: 458844
deaths: 20685
updated: 08/07/2020 17:24:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/zcph3kzdyz"
1702,1702,"@sidgsh1 corona update in india!

confirmed: 746514
active: 266885
recovered: 458844
deaths: 20685
updated: 08/07/2020 17:24:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/xq8alpmdjr"
1703,1703,"@zinco_ltd corona update in india!

confirmed: 746514
active: 266885
recovered: 458844
deaths: 20685
updated: 08/07/2020 17:24:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/mxae1ghkug"
1704,1704,"@pibimphal corona update in india!

confirmed: 746514
active: 266885
recovered: 458844
deaths: 20685
updated: 08/07/2020 17:24:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dav5j3 https://t.co/hx51idagpv"
1705,1705,"@jvinodh_vino corona update in india!

confirmed: 746514
active: 266885
recovered: 458844
deaths: 20685
updated: 08/07/2020 17:24:25

#boycottchina #replaceit

for remove chinese apps download replace it - https://t.co/1fl5dadurv https://t.co/0trpjdhrli"
1706,1706,"rt @hembharadwaj_st: #makeinindia राखी से लेकर दिवाली तक सभी त्यौहार कैसे होंगे पूरी तरह भारतीय। इसके लिए @caitindia ने शुरू की तैयारियां ताकि बाजारों में न हो भारतीय सामान की कमी। 
#boycottchina  
@sandhyatimes4u 
@nbtdilli 
@navbharattimes https://t.co/jqlzitu5si"
1707,1707,"アメリカも対中国宣伝に力を入れてきましたね
日本のメディアがもっと取り上げてくれたらなぁ…

#boycottchina
#uighurs  #freeuyghurs 
#ウイグルを助けたい https://t.co/lyae34ivpd"
1708,1708,don't try to pimp urself #china bought u long back @manmitsekhar @irajeshpal @sambitswaraj @justsdmi #boycottmadeinchina #boycottchineseproduct #boycottchina https://t.co/yxg8fs6cru
1709,1709,"rt @theharshadahir: today, we are launching garud file transfer, share apps, movies, music, documents, and more.

- no ads
- very easy and clean user interface
- made in india

hoping for your love and support.

download here : https://t.co/pcjdjyd32y

#boycottchina #swadeshifirst
#vocalforlocal ❤️ https://t.co/rtrnkjue2x"
1710,1710,"rt @reachind_uk: @reutersuk threat and suppression is #china way of working. the way this bully works is so evident, instead of apologizing to the world it resorts to threats. #boycottchina is what i &amp; u will do. we will bring #chinaonitsknees. #chineseproductsindustbin @dvatw @trishoolam @pushpendraamu"
1711,1711,"rt @abpnews: साइकिल बनाने वाली फेमस कंपनी हीरो साइकिल ने चीन को बड़ा झटका दिया है. हीरो ने चीन के साथ 900 करोड़ रुपये की डील रद्द कर दी है.

#herocycles 
#boycottchina 

https://t.co/bq1xykolbu"
1712,1712,"rt @gyan198: @globaltimesnews shame on china.
the most brutal, and immoral government of the world.
shi jinping's politics is a bunch of garbage , which is leading the world towards next world war.
shut up china.
dirtiest chinese government. 
#shaneonchina
#boycottchina 
#quadcountries"
